Game,Discount %,Original,Final,Review % positive,Reviews,Review label,Store URL
Blackjack Simulator 2026,90,$5.49,$0.54,,,,https://store.steampowered.com/app/4345370/
System Critical 2,90,$5.49,$0.54,,,,https://store.steampowered.com/app/2330850/
KAIBIL,90,$5.49,$0.54,,,,https://store.steampowered.com/app/4095990/
Going Loco,90,$5.49,$0.54,,,,https://store.steampowered.com/app/2907340/
Lies as a Starting Point,90,$5.49,$0.54,,,,https://store.steampowered.com/app/2490950/
Home Detective VR - Immersive Edition,90,$5.49,$0.54,,,,https://store.steampowered.com/app/2758950/
ATC Flight Operator,90,$5.49,$0.54,,,,https://store.steampowered.com/app/3439100/
Scooter Delivery VR,90,$5.49,$0.54,,,,https://store.steampowered.com/app/1060980/
Legend of Labot: The Golden Pearl,90,$5.49,$0.54,,,,https://store.steampowered.com/app/1753160/
Fusion Paradox 🔫,90,$5.49,$0.54,,,,https://store.steampowered.com/app/2151770/
FJN Roulette Cup,90,$5.49,$0.54,,,,https://store.steampowered.com/app/4353190/
Blackjack Simulator 2025,90,$5.49,$0.54,,,,https://store.steampowered.com/app/3887010/
Roulette Simulator 2026,90,$5.49,$0.54,,,,https://store.steampowered.com/app/3797020/
Slayer Mage: My First RPG - Support Pack (Art Included),90,$5.49,$0.54,,,,https://store.steampowered.com/app/4556400/
I am not a Monster: First Contact,90,$5.89,$0.58,78,492,positive,https://store.steampowered.com/app/826600/
"Trolley Problem, Inc.",90,$5.89,$0.58,67,1266,mixed,https://store.steampowered.com/app/1582680/
Defendion,90,$5.89,$0.58,36,11,negative,https://store.steampowered.com/app/848710/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 26,90,$5.89,$0.58,,,,https://store.steampowered.com/app/1952659/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 9XS,90,$5.89,$0.58,,,,https://store.steampowered.com/app/3059910/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Graffiti,90,$5.89,$0.58,,,,https://store.steampowered.com/app/3059870/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Jiu Jitsu,90,$5.99,$0.59,,,,https://store.steampowered.com/app/1952657/
Escape the Grid VR,90,$5.99,$0.59,,,,https://store.steampowered.com/app/859560/
Deadly Days,90,$6.19,$0.61,86,1390,positive,https://store.steampowered.com/app/740080/
Tomboy Adventure,90,$6.19,$0.61,92,253,positive,https://store.steampowered.com/app/1970060/
Hexguardian,90,$6.19,$0.61,78,617,positive,https://store.steampowered.com/app/2381740/
Binaries,90,$6.19,$0.61,87,56,positive,https://store.steampowered.com/app/435800/
Zombie Vikings,90,$6.19,$0.61,77,271,positive,https://store.steampowered.com/app/337480/
Anime Girls VR,90,$6.19,$0.61,45,24,mixed,https://store.steampowered.com/app/767110/
Virtual Reality Girls,90,$6.19,$0.61,47,36,mixed,https://store.steampowered.com/app/752050/
Virtual Reality Girls 2,90,$6.19,$0.61,10,10,negative,https://store.steampowered.com/app/767130/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 24,90,$6.19,$0.61,,,,https://store.steampowered.com/app/1952649/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Animals 2,90,$6.19,$0.61,,,,https://store.steampowered.com/app/3059900/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Shipwrecks 2,90,$6.19,$0.61,,,,https://store.steampowered.com/app/3059920/
Evergate,90,$6.29,$0.62,93,132,positive,https://store.steampowered.com/app/845030/
Gal*Gun: Double Peace - 'Demon Pork Buns' Item,90,$6.29,$0.62,70,10,positive,https://store.steampowered.com/app/537790/
Time To Stop Time,90,$6.29,$0.62,71,161,positive,https://store.steampowered.com/app/1132970/
Rover Builder,90,$6.29,$0.62,66,77,mixed,https://store.steampowered.com/app/683770/
Ciel Fledge: A Daughter Raising Simulator,90,$6.29,$0.62,64,103,mixed,https://store.steampowered.com/app/738270/
Mega Solitaire Collection,90,$6.29,$0.62,63,11,mixed,https://store.steampowered.com/app/1575910/
Otaku VR: Sit-ups and Kisses,90,$6.29,$0.62,,,,https://store.steampowered.com/app/4357410/
Gal*Gun: Double Peace - 'Angel Cutting Board' Item,90,$6.29,$0.62,,,,https://store.steampowered.com/app/537780/
One Day of an Insurance Agent,90,$6.29,$0.62,,,,https://store.steampowered.com/app/1593250/
Jack In Town,90,$6.29,$0.62,,,,https://store.steampowered.com/app/1175500/
Mr.T Survival,90,$6.29,$0.62,,,,https://store.steampowered.com/app/2417250/
Djinn - The Forbidden Knowledge,90,$6.29,$0.62,,,,https://store.steampowered.com/app/2941750/
Stealth Bastard Deluxe,90,$6.49,$0.64,88,724,positive,https://store.steampowered.com/app/209190/
Bots Are Stupid,90,$6.49,$0.64,77,161,positive,https://store.steampowered.com/app/1578160/
Four Sided Fantasy,90,$6.49,$0.64,79,262,positive,https://store.steampowered.com/app/337490/
Luna's Wandering Stars,90,$6.49,$0.64,83,24,positive,https://store.steampowered.com/app/330660/
Celestian Tales: Old North,90,$6.49,$0.64,69,348,mixed,https://store.steampowered.com/app/315860/
Moonfall Ultimate,90,$6.49,$0.64,48,27,mixed,https://store.steampowered.com/app/853940/
A LONEY,90,$6.49,$0.64,90,11,positive,https://store.steampowered.com/app/2050490/
Commander '85,90,$6.49,$0.64,33,21,negative,https://store.steampowered.com/app/1086990/
Beat Ninja,90,$6.49,$0.64,,,,https://store.steampowered.com/app/493040/
Beholder,90,$6.79,$0.67,81,3118,positive,https://store.steampowered.com/app/475550/
Art Of Air War,90,$6.79,$0.67,,,,https://store.steampowered.com/app/1116600/
The Last Campfire,90,$6.99,$0.69,97,5806,positive,https://store.steampowered.com/app/990630/
Titan Souls,90,$6.99,$0.69,71,2804,positive,https://store.steampowered.com/app/297130/
The Coma 2: Vicious Sisters,90,$6.99,$0.69,94,418,positive,https://store.steampowered.com/app/1045720/
The Coma: Recut,90,$6.99,$0.69,78,396,positive,https://store.steampowered.com/app/600090/
Maskmaker,90,$6.99,$0.69,93,254,positive,https://store.steampowered.com/app/1337530/
The Wardrobe - Even Better Edition,90,$6.99,$0.69,80,569,positive,https://store.steampowered.com/app/497730/
Heroes of a Broken Land,90,$6.99,$0.69,86,190,positive,https://store.steampowered.com/app/314470/
Detective Gallo,90,$6.99,$0.69,82,140,positive,https://store.steampowered.com/app/556060/
Skyworld,90,$6.99,$0.69,79,229,positive,https://store.steampowered.com/app/342190/
TOSS!🍌,90,$6.99,$0.69,93,45,positive,https://store.steampowered.com/app/1270460/
When Ski Lifts Go Wrong,90,$6.99,$0.69,87,520,positive,https://store.steampowered.com/app/638000/
Moto Racer  4,90,$6.99,$0.69,60,344,mixed,https://store.steampowered.com/app/417430/
Pumped BMX Pro,90,$6.99,$0.69,81,81,positive,https://store.steampowered.com/app/966720/
Startenders: Intergalactic Bartending,90,$6.99,$0.69,85,48,positive,https://store.steampowered.com/app/1571380/
Lost Artifacts - Ancient Tribe Survival,90,$6.99,$0.69,91,99,positive,https://store.steampowered.com/app/708150/
Gnomes Garden 2,90,$6.99,$0.69,90,186,positive,https://store.steampowered.com/app/449170/
Clunky Hero,90,$6.99,$0.69,67,111,mixed,https://store.steampowered.com/app/1687990/
Stealth Inc 2: A Game of Clones,90,$6.99,$0.69,74,125,positive,https://store.steampowered.com/app/329380/
Stealth Bastard Deluxe - The Teleporter Chambers,90,$6.99,$0.69,88,17,positive,https://store.steampowered.com/app/209202/
Three Minutes To Eight,90,$6.99,$0.69,63,130,mixed,https://store.steampowered.com/app/2303320/
The Lightbringer,90,$6.99,$0.69,62,54,mixed,https://store.steampowered.com/app/1561660/
Urlaubsflug Simulator – Holiday Flight Simulator,90,$6.99,$0.69,58,117,mixed,https://store.steampowered.com/app/500170/
Detective Solitaire Inspector Magic and the Man Without Face,90,$6.99,$0.69,72,11,positive,https://store.steampowered.com/app/1329440/
Celestian Tales: Realms Beyond,90,$6.99,$0.69,64,28,mixed,https://store.steampowered.com/app/684700/
Argonauts Agency: Missing Daughter,90,$6.99,$0.69,70,10,positive,https://store.steampowered.com/app/1788910/
Fairytale Solitaire. Witch Charms,90,$6.99,$0.69,75,12,positive,https://store.steampowered.com/app/1164310/
New Lands 2 Collector's Edition,90,$6.99,$0.69,58,12,mixed,https://store.steampowered.com/app/1788930/
Nova Strike,90,$6.99,$0.69,68,19,mixed,https://store.steampowered.com/app/2320280/
RAZED,90,$6.99,$0.69,64,25,mixed,https://store.steampowered.com/app/726710/
Picross Fairytale: Legend of the Mermaid,90,$6.99,$0.69,52,48,mixed,https://store.steampowered.com/app/820040/
Unit 4,90,$6.99,$0.69,66,18,mixed,https://store.steampowered.com/app/633440/
BattleRush: Ardennes Assault,90,$6.99,$0.69,52,57,mixed,https://store.steampowered.com/app/969970/
Mahjong Royal Towers,90,$6.99,$0.69,54,11,mixed,https://store.steampowered.com/app/1158820/
Alice's Jigsaw. Wonderland Chronicles,90,$6.99,$0.69,69,13,mixed,https://store.steampowered.com/app/1034380/
1001 Jigsaw: Earth Chronicles 4,90,$6.99,$0.69,61,13,mixed,https://store.steampowered.com/app/1664980/
Sweet Solitaire: School Witch,90,$6.99,$0.69,68,16,mixed,https://store.steampowered.com/app/1263490/
1001 Jigsaw World Tour Asia,90,$6.99,$0.69,63,11,mixed,https://store.steampowered.com/app/1398590/
Solitaire Legend of the Pirates,90,$6.99,$0.69,54,11,mixed,https://store.steampowered.com/app/1128440/
DayD: Through time. Jurassic Rush,90,$6.99,$0.69,47,19,mixed,https://store.steampowered.com/app/869560/
Gnumz: Masters of Defense,90,$6.99,$0.69,69,111,mixed,https://store.steampowered.com/app/371460/
Egypt Picross Pharaohs Riddles,90,$6.99,$0.69,75,12,positive,https://store.steampowered.com/app/1395000/
Detective Riddles - Sherlock's Heritage,90,$6.99,$0.69,60,10,mixed,https://store.steampowered.com/app/1546340/
BattleRush 2,90,$6.99,$0.69,65,528,mixed,https://store.steampowered.com/app/871990/
American Election Simulator,90,$6.99,$0.69,65,20,mixed,https://store.steampowered.com/app/3149960/
Filmmaker Tycoon,90,$6.99,$0.69,21,83,negative,https://store.steampowered.com/app/778010/
Fill and Cross World Contest,90,$6.99,$0.69,33,12,negative,https://store.steampowered.com/app/1398600/
Dungeon Mercenaries,90,$6.99,$0.69,,,,https://store.steampowered.com/app/2928090/
Fairytale Mosaics Beauty And The Beast 2,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1495110/
Slotracers VR,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1222480/
1001 Jigsaw Detective 2,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1895550/
Principle of Karma,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1985160/
Christmas Mosaic Puzzle,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1495090/
BUBBERKNUCKLES,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1168210/
Fill and Cross Royal Riddles,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1396020/
1001 Jigsaw. Home Sweet Home 3,90,$6.99,$0.69,,,,https://store.steampowered.com/app/1973670/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Bioframe,90,$7.19,$0.71,,,,https://store.steampowered.com/app/3059860/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 25,90,$7.19,$0.71,,,,https://store.steampowered.com/app/1952643/
Do Not Feed the Monkeys,90,$7.29,$0.72,91,2319,positive,https://store.steampowered.com/app/658850/
Lacuna – A Sci-Fi Noir Adventure,90,$7.29,$0.72,92,724,positive,https://store.steampowered.com/app/1364100/
Disjunction,90,$7.29,$0.72,72,133,positive,https://store.steampowered.com/app/979310/
Paper Dolls VR,90,$7.29,$0.72,47,104,mixed,https://store.steampowered.com/app/851050/
World of Aircraft: Glider Simulator,90,$7.29,$0.72,38,49,negative,https://store.steampowered.com/app/1041520/
Abermore,90,$7.29,$0.72,17,45,negative,https://store.steampowered.com/app/1569220/
Dead End Job,90,$7.49,$0.74,71,74,positive,https://store.steampowered.com/app/827610/
FLASHOUT 2,90,$7.49,$0.74,56,151,mixed,https://store.steampowered.com/app/298340/
The Vision Of The Ant,90,$7.49,$0.74,,,,https://store.steampowered.com/app/1854280/
Blast Ensemble,90,$7.49,$0.74,,,,https://store.steampowered.com/app/1617920/
Tales & Tactics,90,$7.79,$0.77,80,1737,positive,https://store.steampowered.com/app/1652250/
Technicity,90,$7.79,$0.77,75,200,positive,https://store.steampowered.com/app/781180/
Sphere - Flying Cities,90,$7.79,$0.77,44,178,mixed,https://store.steampowered.com/app/1273220/
Golfie,90,$7.79,$0.77,66,275,mixed,https://store.steampowered.com/app/1579020/
Alien Breed 2: Assault,90,$7.82,$0.78,77,424,positive,https://store.steampowered.com/app/22650/
Alien Breed: Impact,90,$7.82,$0.78,78,1056,positive,https://store.steampowered.com/app/22610/
Alien Breed 3: Descent,90,$7.82,$0.78,77,393,positive,https://store.steampowered.com/app/22670/
Secret Files: Tunguska,90,$7.99,$0.79,86,374,positive,https://store.steampowered.com/app/40330/
Secret Files 2: Puritas Cordis,90,$7.99,$0.79,85,203,positive,https://store.steampowered.com/app/40340/
Secret Files: Sam Peters,90,$7.99,$0.79,72,205,positive,https://store.steampowered.com/app/257220/
Secret Files 3,90,$7.99,$0.79,69,181,mixed,https://store.steampowered.com/app/216210/
Undercover Missions: Operation Kursk K-141,90,$7.99,$0.79,42,49,mixed,https://store.steampowered.com/app/403390/
Truck Mechanic Simulator 2015,90,$7.99,$0.79,47,152,mixed,https://store.steampowered.com/app/331880/
Hitman: Absolution™,90,$8.19,$0.81,88,14277,positive,https://store.steampowered.com/app/203140/
Crime Boss: Rockay City,90,$8.19,$0.81,73,4083,positive,https://store.steampowered.com/app/2933080/
X-Morph: Defense,90,$8.19,$0.81,91,1190,positive,https://store.steampowered.com/app/408410/
Duke Nukem 3D: 20th Anniversary World Tour,90,$8.19,$0.81,80,3323,positive,https://store.steampowered.com/app/434050/
Drug Dealer Simulator,90,$8.19,$0.81,84,9543,positive,https://store.steampowered.com/app/682990/
Hexarchy,90,$8.19,$0.81,83,1231,positive,https://store.steampowered.com/app/1356810/
Serious Sam Fusion 2017 (beta),90,$8.19,$0.81,91,1757,positive,https://store.steampowered.com/app/564310/
Aces & Adventures,90,$8.19,$0.81,88,619,positive,https://store.steampowered.com/app/1815570/
Serious Sam VR: The First Encounter,90,$8.19,$0.81,87,711,positive,https://store.steampowered.com/app/552450/
Sword Reverie,90,$8.19,$0.81,72,118,positive,https://store.steampowered.com/app/1377430/
SOULVARS,90,$8.19,$0.81,78,70,positive,https://store.steampowered.com/app/2087910/
Song of Farca,90,$8.19,$0.81,78,1387,positive,https://store.steampowered.com/app/1435670/
Dry Drowning,90,$8.19,$0.81,82,396,positive,https://store.steampowered.com/app/1077970/
Glorious Companions,90,$8.19,$0.81,61,182,mixed,https://store.steampowered.com/app/1001040/
House Flipper VR,90,$8.19,$0.81,52,262,mixed,https://store.steampowered.com/app/1194700/
√Letter - Root Letter -,90,$8.19,$0.81,78,552,positive,https://store.steampowered.com/app/543240/
House Flipper Pets VR,90,$8.19,$0.81,47,34,mixed,https://store.steampowered.com/app/1839190/
Band Space,90,$8.19,$0.81,78,46,positive,https://store.steampowered.com/app/2182070/
Flipping Death,90,$8.19,$0.81,89,224,positive,https://store.steampowered.com/app/626660/
The Repair House: Restoration Sim,90,$8.19,$0.81,52,94,mixed,https://store.steampowered.com/app/1759870/
Rise Eterna 2,90,$8.19,$0.81,65,23,mixed,https://store.steampowered.com/app/2821930/
Alpine - The Simulation Game,90,$8.19,$0.81,44,34,mixed,https://store.steampowered.com/app/1733610/
Rise Eterna,90,$8.19,$0.81,40,186,mixed,https://store.steampowered.com/app/995070/
Soul Axiom,90,$8.19,$0.81,76,135,positive,https://store.steampowered.com/app/279900/
USC: Counterforce,90,$8.19,$0.81,62,205,mixed,https://store.steampowered.com/app/1574870/
Roko-Loko into Ratozinger's Castle,90,$8.19,$0.81,90,11,positive,https://store.steampowered.com/app/1231130/
Soul Axiom Rebooted,90,$8.19,$0.81,78,65,positive,https://store.steampowered.com/app/1206620/
Imp of the Sun,90,$8.19,$0.81,66,165,mixed,https://store.steampowered.com/app/1535780/
The Serpent Rogue,90,$8.19,$0.81,65,143,mixed,https://store.steampowered.com/app/1453790/
Buildings Have Feelings Too!,90,$8.19,$0.81,52,51,mixed,https://store.steampowered.com/app/945740/
Blade Prince Academy,90,$8.19,$0.81,65,58,mixed,https://store.steampowered.com/app/2333510/
Epic City Builder 4,90,$8.19,$0.81,72,25,positive,https://store.steampowered.com/app/1503580/
Zombie Riot,90,$8.19,$0.81,76,88,positive,https://store.steampowered.com/app/639460/
Ex Natura: Nature Corrupted,90,$8.19,$0.81,69,155,mixed,https://store.steampowered.com/app/1557180/
Profundum,90,$8.19,$0.81,52,17,mixed,https://store.steampowered.com/app/979740/
"Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary, & Underhanded",90,$8.19,$0.81,61,13,mixed,https://store.steampowered.com/app/677610/
Monsters Domain,90,$8.19,$0.81,34,272,negative,https://store.steampowered.com/app/1442450/
Fishing Star World Tour,90,$8.19,$0.81,,,,https://store.steampowered.com/app/4350360/
Project Manager (Initiation),90,$8.19,$0.81,,,,https://store.steampowered.com/app/3845820/
House Flipper,90,$8.49,$0.84,94,45644,positive,https://store.steampowered.com/app/613100/
Green Hell,90,$8.49,$0.84,85,27270,positive,https://store.steampowered.com/app/815370/
Children of Morta,90,$8.49,$0.84,88,7546,positive,https://store.steampowered.com/app/330020/
Moving Out,90,$8.49,$0.84,82,1673,positive,https://store.steampowered.com/app/996770/
Parkasaurus,90,$8.49,$0.84,93,1945,positive,https://store.steampowered.com/app/591460/
Severed Steel,90,$8.49,$0.84,95,4734,positive,https://store.steampowered.com/app/1227690/
Your Diary +,90,$8.49,$0.84,85,320,positive,https://store.steampowered.com/app/761700/
Valfaris,90,$8.49,$0.84,86,1786,positive,https://store.steampowered.com/app/600130/
ArcSine,90,$8.49,$0.84,100,21,positive,https://store.steampowered.com/app/1869600/
ENCODYA,90,$8.49,$0.84,72,327,positive,https://store.steampowered.com/app/1137450/
VR Ping Pong Pro,90,$8.49,$0.84,47,46,mixed,https://store.steampowered.com/app/1029730/
Peace Duke,90,$8.49,$0.84,61,21,mixed,https://store.steampowered.com/app/823100/
Man in gravity,90,$8.49,$0.84,91,12,positive,https://store.steampowered.com/app/1386810/
WannaMine,90,$8.49,$0.84,93,15,positive,https://store.steampowered.com/app/801500/
Cube Color,90,$8.49,$0.84,80,20,positive,https://store.steampowered.com/app/748430/
